Name,Fertility,Photoperiod,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Yield,Category_pH,Soil_Type,Season,N_Ratio,P_Ratio,K_Ratio
Strawberry,Moderate,Day Neutral,14.1073326268129,682.321197811354,6.33927442176347,13.1043148371097,573.199121533682,93.4944322178994,179.052321471909,117.924328478736,235.048261516986,19.7653306585004,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,15.2451346182497,762.46733003531,6.41762781530861,12.4371651765108,476.391135204086,91.9249641906429,170.658679834043,116.855307151259,232.416200617153,21.0922028895684,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.1801618047775,798.146335632139,6.56148448735153,12.9820723194599,490.847271302285,92.3798541954572,166.195036735569,117.732068910055,237.379272295327,20.5182697207796,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,15.3424460682331,789.558248401789,6.54511719558806,12.652876197642,476.534620119668,91.9777665496299,164.230806651351,122.103352261797,238.782632737921,19.3550991471456,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,20.233198820345,725.033543384637,6.41696643770957,12.9144750927966,517.673022737274,92.4674541408298,173.220005737582,114.919836770129,238.165033258244,20.6955789858254,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,14.8186915770841,747.049307863356,6.35099527996728,12.4730382433283,542.471983712858,92.252476133941,179.104848553799,118.596320686265,235.558197185578,19.9167591636489,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,14.2743670927787,689.052536503084,6.17248629433132,13.6542738001569,552.546667022086,92.240340028838,170.750767473319,119.823500978168,241.169300059401,20.4708661614568,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,17.2510887512008,742.19382573609,6.82724086834133,13.1706209313792,496.006689802983,92.5165708901797,193.556780400393,117.335954090562,246.229667895583,20.6666018414727,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,15.3496671128369,733.744145483245,6.47339539527084,12.9408002676994,517.664074744998,92.2930311589663,169.849808079725,121.295667272115,240.324870709361,20.0833157250368,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,13.5307200903253,743.665995972179,6.40722489290313,12.2515671590008,506.866205875368,91.4809108246266,185.473408423939,121.19087341813,241.89425801421,20.1005426887616,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.6173894012332,810.261351911847,6.46813439147998,12.7491452239996,517.998278674292,92.5194020246942,157.528229583879,123.927921735309,241.965743744107,20.450586701329,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.1910063757331,777.665596602016,6.44574039469976,12.7928360174435,477.938751758629,92.2594108301614,188.358617734352,117.172195331572,246.5357267482,21.6730599249549,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.2595586949573,801.889327710759,6.38524126267342,12.5885223332125,523.976973352849,92.1336889392546,161.367568058866,121.884513613424,239.320025524853,19.113133938163,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,15.5638642321787,803.988120797057,6.53788942447647,13.2371273725521,455.920572018314,90.9122997761011,177.543825043772,117.957507136329,231.954908496301,20.2420210410298,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,14.4191646693596,701.35498679613,6.17414931377513,12.9130257600161,532.565589437528,93.7866530273197,162.996797311409,116.48819580738,238.446366590649,18.8042679210875,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,14.2212306335983,729.154537048758,6.36344001417871,13.5130199354866,485.831558811566,93.9979195633609,168.593840410614,111.038021809379,239.616744523226,20.3396333945167,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,15.8766915442759,652.369759944941,6.47252559561616,12.8218790352102,495.850441684186,91.9022976625353,163.89975626972,121.147502423097,234.971815568773,20.8391129401193,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.7021447434183,855.231673421627,6.70244112962321,12.8450502136912,492.963363298758,91.6843444196557,186.476353640061,120.812438625508,244.606838265818,20.0343279993176,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,19.5935093920099,761.96640934267,6.43286309839024,13.071564843997,501.352917688798,92.5288763026358,173.538312442659,116.428262585028,242.574763954523,20.8596649887118,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,16.1778035456953,810.816258415392,6.4446437683265,12.6765397146307,465.273269521021,92.598500234817,173.451176463814,117.792429330797,237.913784176908,19.9467659581265,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.7483042212627,762.529674307555,6.6169650065591,12.5945378942756,447.071089354645,93.0090537829269,177.694297433299,119.10771192072,243.789788856702,20.2308414363485,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,18.2366710262812,739.930646807258,6.47094259071964,13.3040019297982,451.342986638366,92.2739745807504,185.315876945537,117.750791597885,238.438776102295,19.0754801112528,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,16.0288384889993,823.21893372054,6.36789116445344,12.6014157156574,475.643841743576,93.2634598634665,185.711491068747,123.227063823232,238.851067370668,20.4725557572091,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.9656538504529,765.710851173999,6.51359059590863,13.4371356058435,517.130925439013,92.4852311342137,171.12604624763,118.589270400221,246.124935249067,20.4419561181355,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,20.0363383416547,758.642135005029,6.49643905007026,12.5407241599221,472.799992337978,91.8038137931421,184.779549790154,116.103409789199,241.3051028209,19.3871804760302,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,15.0572411968645,814.1880987537,6.04344910882572,12.8956580673967,486.89748618861,92.7751931579177,168.66552381337,119.577686139824,239.248311826194,19.9292453468463,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.5689200546151,680.718868458385,6.54896734684931,12.9784910916316,483.511844665701,92.1867179951601,171.803199380925,119.768967538068,240.018148453113,20.4525562082123,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,21.5149228111804,698.806239816146,6.38098277326911,12.873453447247,497.817696132957,91.3061383678944,178.487124322784,122.140276152496,234.792090815562,19.3826858186137,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,21.0053068482202,854.948246782026,6.52912593469491,12.4732017379813,473.060843738236,92.4885411552641,170.425878866269,123.954251571853,242.983315899688,20.645785121497,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,16.638639836693,717.042655967922,6.39281391149707,12.901643555769,515.641725555764,93.6683375520883,180.646653443778,118.790113945061,239.735606733035,20.138282645006,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,16.7042679957055,719.543297115867,6.480305027475,12.0048365145156,481.327668284453,92.8181403800935,174.996935893919,122.675860460195,239.626850197717,19.7279193441516,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,18.7056742407359,795.940834892469,6.75815102311075,12.7970121624493,493.061981106371,90.5982495889258,178.233404397039,120.185480658185,235.131194017911,20.1174798114532,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,16.9052906961062,806.565017792641,6.43608424330507,12.6522537002944,558.149639200701,91.499289524667,166.762389557182,123.484542393202,242.900190326777,19.482209400786,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,17.1277399982925,754.146329437922,6.413262200909,13.2479753802923,504.688065546716,92.6350956552528,187.378803971584,115.571801210363,241.519078058819,19.5633775984726,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.7594874680926,743.512369928262,6.45017702680715,13.1838577638376,573.281405739708,93.7480401519478,172.688226900661,120.658482771867,241.121465807589,20.4088961843112,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.0148568769379,757.069018334806,6.37877060450344,12.8719100026559,547.209808734029,93.0180895557842,188.958797634618,121.171237145486,243.141136847086,20.3285329748483,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,17.3459280641217,734.883734422377,6.42942772169811,13.0389314865602,467.019391890528,92.591119112649,175.243296616851,122.404398292199,239.590050757812,19.5393834267306,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.7047513033086,812.047238226262,6.27262343139961,12.9367545145521,554.157780044704,92.4643419788083,169.975599969884,121.744958568766,243.343809531316,19.8701630214555,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,21.1002775737653,736.259530374071,6.55697034885433,12.7203532623536,474.86613649749,93.3696433656141,173.328315607471,112.654992339294,243.471848673952,20.9500191809735,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.1168752168369,692.831092867148,6.62359506520153,13.5047511582927,536.915828551287,92.4993140172795,161.831640551827,119.404494858207,237.609266657298,19.8153639071888,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,15.889344674458,788.17842356242,6.3535962904059,13.2374183920093,502.274207056405,92.0707807437023,176.604052388122,122.366010249111,236.417260124697,19.4911969893814,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,15.6248147900459,792.327676211266,6.44090100327287,12.6232520121249,512.75703830385,92.5652177341131,171.457244055992,114.683719268798,240.988325588391,19.4250733933276,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.9154368337843,715.793942741794,6.58411528218108,13.5788530708639,502.132212242818,92.6044605207962,164.517001649389,121.807363135963,239.726433695611,21.3291273473447,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,19.3698200274527,756.072544256859,6.27741313339085,12.8068788664783,481.813094400358,93.5899040283107,167.406329572642,120.01414568006,237.841129808162,20.4574673043164,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,13.1878614488364,798.461696379185,6.55214936462666,13.2905140891836,522.070807402986,92.5803812022638,187.797199230652,119.579355419708,237.158826576535,20.5239856016732,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.5233045620705,781.842881536648,6.2803716711496,13.1129345610437,425.576177266186,92.5368421752241,158.108771339606,120.548822822664,239.098407474454,19.8246308130815,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,14.2632761730192,672.728039541836,6.16177531854482,12.3987174356655,516.925435600763,93.613283468165,181.113899671828,119.666971318193,242.585957234818,20.5880683337085,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.5193403177686,786.265901030014,6.45800062208335,13.5894701963857,478.100891249614,93.2052258427302,165.434671036965,116.108948995059,240.657041598037,19.9682211026033,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,13.4790813452477,697.481795854186,6.54251137621041,12.9738852059424,489.925285119207,93.4387192398628,174.640331353715,122.645123529466,242.062049573701,19.1795045855121,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,16.5008052056776,811.942244747384,6.39212627473317,13.3224322764227,513.288921270564,93.1665089715345,167.296556655121,121.485938836831,242.298570288191,19.937751183185,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,14.0907752982197,727.594370933183,6.44244092379906,13.0841592520106,492.921154615748,93.0235936057337,173.852682555277,114.370704577347,240.344113850396,20.4675829078978,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,15.4031417875781,711.194628759279,6.68588870428841,12.7559748247227,492.097177470631,91.5434439850835,161.81777626094,124.147334364152,230.478897122857,20.2414869948177,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,12.790139340064,752.266908900859,6.52673713358259,12.6713926373812,506.762775231146,92.7710994376116,186.175597162459,125.155326182833,237.728350586454,19.743042048789,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.8023601045058,814.368773944345,6.4187060404327,12.6475725948158,503.486752071637,92.1828510701424,166.702930527292,117.026702262554,238.664413662966,19.9099734996249,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,17.7247616816634,722.585536327057,6.40755784341699,13.34954231492,506.880759451959,92.2540740090063,176.262055440523,121.556322100831,238.786469001425,19.4938047415785,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,15.7221341894363,708.688307275151,6.45273585671967,12.382350984476,568.211027013921,92.1637202579566,176.654992030314,125.777398284198,242.784803773572,20.6715415753648,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,17.9217465630534,785.916031490208,6.41109298356997,13.3080959372624,457.314632587096,92.8989241656911,177.552135070725,114.727074632784,239.775168447416,19.0894792142489,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,14.5666358889452,766.481433015324,6.46776195385201,13.0295639718726,511.406803535459,91.7701629687832,176.436645166824,125.95767086931,237.60252409563,19.9807295908014,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,14.8376273149792,763.614762969504,6.45492487125952,13.1796179228968,497.925040239553,90.9988455994457,182.689038403999,117.018277052524,240.399560197115,19.6512631432329,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.0842922916644,742.03631476749,6.2195078690273,13.3776910817149,543.928459787537,93.3175836082211,174.902994587135,124.174655398333,241.157817918923,19.0011883881911,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,20.8583278211187,764.291622864621,6.27583336716818,13.4639088304099,519.667342433846,93.3093761752033,175.256093336742,117.386617775804,239.488465827034,20.5947696608104,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.1018913374587,729.391665839221,6.34878952654358,12.9390903625449,477.524479345857,91.6105482213035,166.694190277174,118.929937871888,237.598387845502,20.4572175729734,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,17.6469538068162,719.370636449136,6.66141698908154,12.9448903814136,487.60653942236,93.7447837125494,177.073182604202,121.245191200068,240.287920751995,20.841821947987,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.1338630776826,702.002728328039,6.25208690741587,12.9473958945428,466.67839568725,93.6252974633421,172.895692947716,122.238281041179,238.355391106201,19.7633224679399,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,14.2485106259084,695.597331053981,6.37522527582928,13.0912056866713,491.519256288108,93.5884384936079,188.922153035453,120.304041781507,234.52767282173,20.2283994757635,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,22.9127337823128,718.580697485126,6.39924386400802,13.2903691323093,568.363871070072,91.6634794080116,190.036444137621,121.278175677057,246.378689497118,19.8569490905316,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.9655599377162,789.061270830168,6.11573633232643,12.272811493097,533.209160698136,91.7557419774389,170.031192591913,123.588984618483,245.914982926955,20.7804875861584,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,17.912263223957,663.902415943238,6.18972439680175,13.2061075220009,542.265004967859,92.5751611546401,166.580325240744,110.976211751343,243.252479786049,19.5229227427275,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.2130825602436,859.473824971846,6.50898174467213,12.4336311219807,502.667862305714,92.2295814709083,163.50606238652,118.534606718987,238.602192937898,20.2730865565075,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,15.4164847351163,818.42843806049,6.40827059129762,12.9397821425872,509.069481353454,93.9317930623035,182.915897641283,114.746739912397,243.365055150805,19.3561603034543,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.9939168332502,756.813820433264,6.19583354095465,12.8749268104464,506.185425762552,92.0012520574584,163.455220042979,117.004411028575,239.448435805814,19.6875085388548,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,12.5590744608352,760.675014999553,6.55045951131535,12.7166733189564,532.738575773584,92.0001527276641,179.323001680533,120.79702079005,248.901642868784,20.6455351777465,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,15.6500409678046,885.958381169547,6.26689730809248,12.8662514878624,488.214997862861,92.3664394417155,178.649462300015,120.06429409695,237.278579995309,19.6524787506438,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,18.1461142492244,687.066310406628,6.23268795745718,12.147100223479,500.734246906495,91.9123527152993,176.8079305126,117.581025765269,231.445841970391,21.1228891617369,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,14.9180549569527,698.213141170912,6.26412469985486,12.7966248103911,463.005964100083,90.9703803562767,171.32962686026,122.712211610872,235.938782079584,18.9518951466289,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.0447983373442,756.263095664521,6.2502185554831,12.4672281622016,515.967394941063,91.4683028022086,184.249203350244,125.325538852693,235.577181378587,19.1671519168631,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,15.997185383055,757.519577326364,6.34969896791908,12.8523421957206,510.849108224812,94.2990530287587,151.499465257155,118.747137555556,245.389924585241,19.4367258319282,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,18.8939693761396,736.891300094504,6.30626651479809,12.9896226365891,515.350418450366,92.4602992430963,175.372068366448,115.785113951373,238.709753109685,19.7404471093613,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.3767242400495,715.230143755359,6.45631243714607,13.84066491336,494.848328166602,92.2227460565089,167.330981744497,124.989934268244,240.942505191064,20.17258019615,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,17.1211416553633,718.259174631687,6.47319881884468,13.4206564427667,507.505394100031,92.3626491420812,189.995223429162,121.914057140098,234.803846709825,21.2068134183669,low_acidic,Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,21.1913567351143,771.269380079655,6.66345446428317,13.5536491353097,471.285045220738,91.4506228445004,183.884247409582,118.890937574876,236.590771263671,20.1237716068295,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,19.2638604736304,750.987491996872,6.41165182136623,13.5037055569845,473.069870774993,92.1902217504051,171.469460298536,118.282435221542,240.839809766245,20.7018931829725,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.6472767538768,837.959910950328,6.46494444190552,13.191852115781,508.483573178284,92.3195083434905,168.332498330206,119.333305129736,243.284805956701,20.0252012847219,low_acidic,Loam,Spring,10.0,10.0,10.0
